artist,songs
Alicia Keys,"Right now I feel like a bird  caged without a key Ev'ryone comes to stare at me with so much joy and reverie They don't know how I feel inside Through my smile I cry  They don't know what they're doing to me keeping me from flying That's why I say that I know why the caged bird sings Only joy comes from song  She's so rare and beautiful to others Why not just set her free so she can fly, fly, fly spreading her wings and her song? Let her fly, fly, fly the whole world to see  She's like a caged bird Fly, fly, ooh, just let her fly just let her fly, just let her fly spread her wings spread beauty, mm"
Alicia Keys,"If I gave you forever Would you take care of me yeah, yeah (ah, ooh)? Would you take me for granted? Run away?  Those wonderful things that you do They've got me feelin' in love with you  In love with you  And lovin' you is easy Comes so naturally Lovin' you is easy Comes so naturally  I would give you laughter Oh, so much more than that Oh yes I would (ah-ooh) Anything you're after I will climb the highest mountain  To bring it back, you'd better believe  Those wonderful things that you do They've got me feeling in love with you In love with you  Lovin' you is easy Comes so naturally Lovin' you is easy Comes so naturally  I will stay by your side Whether I'm wrong Whether I'm right Oh, it's incredible With you I intend to spend the rest of my life Yeah, hey, yeah  Lovin' you is easy Comes so, comes so naturally Lovin' you is easy Comes so, so  It comes so naturally Lovin' you is easy Ooh, ooh  Lovin' you is easy It comes so naturally   Lovin' you is easy Ooh, ooh  Lovin' you is easy It comes so naturally"
Alicia Keys,"You could buy me diamonds You could buy me pearls Take me on a cruise around the world Baby, you know I'm worth it  Dinner lit by candles Run my bubble bath Make love tenderly to last and last Baby, you know I'm worth it  Wanna please, wanna keep Wanna treat your woman right Not just dough, better show That you know she is worth your time  You will lose if you choose To refuse to put her first She will and she can Find a man who knows her worth  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always come first And a real man just can't deny a womans worth  If you treat me fairly I'll give you all my goods Treat you like a real woman should Baby, I know you're worth it  If you never play me Promise not to bluff I'll hold it down when shit gets rough 'Cause baby, I know you're worth it  She walks the mile, makes you smile All the while being true Don't take for granted The passion that she has for you  You will lose if you choose To refuse to put her first She will and she can Find a man who knows her worth, ooh  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always comes first And a real man just can't deny a womans worth  No need to read between the lines spelled out for you Just hear this song 'cause you can't go wrong when you value A womans worth (Womans, womans, womans)  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always comes first And a real man just can't deny a womans worth  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always comes first And a real man just can't deny a womans worth"
Alicia Keys,"Hello! My goodness I didn't know I was here Do you know my name? (It ain't goin' wrong when you try) Always got to try No matter how long that shit take Yeah, yeah  Whatever stops you from dreaming Whatever tries to stop you from living, flip it  Welcome home 'Cause right now what I have to do is I've gotta amp myself up as well as you  So yeah, so what it took me Like, maybe two years and shit But I'm feeling prepared You know what I'm saying And I'm feeling a little more ready for the world And less lost, as I once was  So come on, what you waiting on? Fill me, fill me, fill me Mwa, uh, yeah Mwa, uh, yeah"
Alicia Keys,"I keep your picture upside my bed (umm) And I still remember everything you said (umm) I always thought our love was so right I guess I was wrong (oh) Always thought you'll be by my side Pappa, now you're gone  What I wanna know baby, if what we had was good How come you don't call me, anymore  Still like a fire on a rainy night  I still like it better when you holding me tight  Everybody said, everybody said, that we should never part, no no Telling me baby baby baby why Why you wanna go and break my heart  All I wanna know is baby, if what we had was good How come you don't call me anymore  Sometimes it feels like I'm gonna die If you don't call me, pappa Oh, you got to try I'll get down on me knees hoping you please Please (oh oh)  Won't you call me sometime, pappa  Why don't you call me  Why on earth can't you just pick up the phone You know I don't like to be alone How come you don't call me (why must you torture me) How come you don't call me How come you don't call me"
Alicia Keys,"Dear Lord, can you take it away This pain in my heart that follows me by day And at night it stalks me like the shadows on my wall Oh my goodness  Feels like the world is closing on me Feels like my dreams will never come to me I keep on slipping deeper into myself And I'm scared, so scared  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  Why does it feel that my mind is constantly trying to pull me down? I can't seem to get a way Continuous mistakes I know I've made before How long will I feel so out of place?  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  Yeah, I know it, can't stop (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  (If you're troubled) you've just gotta let it go (And if you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  Oh, but I will run to you You, you don't have to worry, baby"
Alicia Keys,"There's no escape on the spell you have placed  Leaving my heart and my mind  Foolish am I if I was to try to ever leave you behind   I wanna rock wit you, come give me all your love  No matter what we do, I wanna rock wit you  Wit you and only you I wanna rock wit you  I wanna rock wit you   I'll stay and walk this life wit you  No matter what we may go through  Dead broke, no job, no house, no ride  I'm gonna stay right by your side   I wanna rock wit you, come give me all your love  No matter what we do, I wanna rock wit you  Wit you wit only you, wit you wit only you  I wanna rock wit you   Don't question where you're headed to, my love  Don't be afraid, just believe in love   I wanna rock wit you  No matter what we do  Wit you wit only you  I wanna rock wit you   I wanna rock wit you  No matter what we do  Wit you wit only you  I wanna rock wit you   I wanna rock wit you  No matter what we do  Wit you wit only you  I wanna rock wit you   Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing"
Alicia Keys,"Ay yo, Alicia What's up, Kandi? Man, these Jane Does be killing me thinking they slick wit it For real, drop the beat Alicia Keys Kandi Collabo  Let's talk about the situation 'Bout how you came with information That's negative in every which way Just dissin' my man and our relations You say he's cheatin,' want me to leave him I've changed my mind, I think I'll keep him Listenin' to you will leave me lonely That's not what I'm tryin' to be  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Don't you turn and check my man out How 'bout you 'splain what that's all about  Think you slick like I wouldn't know But I got something for you, Doe Mess around end up in a choke, hold Girl, I think it's time for you to go Away from my man and me That's the way it's gonna be  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  I love my man He loves me more He may not be the perfect man But I don't plan to let him go for Jane Doe, oh oh  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no (Jane Doe)  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no"
Alicia Keys,"Mm, bye bye  How do you love someone That hurts you, oh, so bad With intentions good? Was all he ever had  Well, how do I let go when I've loved him for so long And I've given him all that I could?  Maybe love is a hopeless crime Giving up what seems your lifetime What went wrong with something once so good?  How do you find the words to say To say, to say (to say goodbye) goodbye (Find the words to say goodbye) When your heart don't have the heart to say To say, to say (to say goodbye) goodbye (Find the words to say goodbye)  I know now I was naive Never knew where this would lead, yeah And I'm not tryin' to take away, oh no From the good man that he is  Well, how do I let go when I've  Loved him for so long and I've Given him all that I could?  Was it something wrong that we did? Or 'cause others infiltrated? What went wrong with something once so good?  How do you find the words to say To say, to say (to say goodbye) goodbye (Find the words to say goodbye) When your heart don't have the heart to say To say goodbye Find the words to say goodbye)  Is this the end? Are you sure? How should you know When you've never been here before? It's so hard to just let go And this is the one and only love I've ever known, so  (How do you find the words to say, to say goodbye When your heart don't have the heart to say When your heart don't have the heart to say To say goodbye  Find the words to say goodbye)  How do you find the words to say To say goodbye"
Alicia Keys,"Everyday I realize  That this might be the last day of my life Walkin' down the streets I find I'm comin' closer and closer to losin' my mind 'Cause when it rains it pours, isn't life worth more? I don't even know what I'm hustlin' for You gotta do what you gotta do Just to make it through All the hard times that's gonna face you  This is the life Striving to survive This is the life Striving to survive This is the life  Livin' will always be a struggle Lookin' for someone true to love you Lookin' back I see all the horrors This madness makes me wanna hide I watch slowly, internally I'm dyin' Pillow case wet from all my cryin' 'Cause there is nothin' more to be here for Take me away I can't live that life no more  This is the life Strivin' to survive This is the life Strivin' to survive This is the life Strivin' to survive This is the life Strivin' to survive This is the life  Tryin' to get over Tryin' to get over I am just tryin' Tryin' to get over Tryin' to get over Tryin' to get over Goin' to get over This is the life This is the life This is the life This is my life"
Alicia Keys,"There will never come a day You will ever hear me say That I want, or need to be without you I wanna give my all  Baby just hold me Sweetly control me Because your arms they keep away the lonely  When I look into your eyes Then I realize All I need is you in my life All I need is you in my life  'Cause I never felt this way about loving No Never felt so alive Baby Never felt this way about loving It feels so good"
Alicia Keys,"Lately when I look into your eyes, I fly You're the only one I need in my life Baby, I just don't know how to describe How lovely you make me feel inside  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You seem like the likely thing From the start you told me, yeah, yeah I would be your queen But never had I imagined such a feeling Joy is what you bring; I wanna give you ev'rything  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control these butterflyz  You and I are destiny I know that you were made for me Oh, I can't control it, you're drivin' me Taken over me, and I, oh  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control, I can't control it You give me butterflyz Got me flyin' so high in the sky I can't control it, ooh, oh no  You give me something that I can't deny Something that's so free I just can't control the way I feel With your mind on me  You give me something that I can't deny Something that's so free I just can't control the way I feel I never felt like this"
Alicia Keys,"Friends we've been for so long Now true colors are showing Makes me wanna cry, oh yes it does 'Cause I have to say goodbye  By now I should know that in time Things must change So it shouldn't be so bad So why do I feel so sad?  How can I adjust to the way that things are going? It's killing me slowly Oh, I just want it to be how it used to be, yeah And I wish that I could stay But in time, things must change  So it shouldn't be so bad So why do I feel so sad? You cannot hide the way you feel inside, I realize Your actions speak much louder than words So tell me why  Ooh, by now I should know that, that in time Things must change So it shouldn't be, it shouldn't be so bad So why do I feel so sad?  By now I should know that in time Things must change So it shouldn't be so bad So why do I feel so sad?  By now, by now I should know that in time Things must grow And I had to leave you behind So why do I feel so sad if you couldn't be there, baby Tell me why By now I should know that in time Things must change So it shouldn't be so bad So why do I feel so sad? Why do I feel so sad? (Why do I feel so sad?)  Why does it feel so bad inside when I realize That you've got to be left behind?"
Alicia Keys,"Right now I feel like a bird  caged without a key Ev'ryone comes to stare at me with so much joy and reverie They don't know how I feel inside Through my smile I cry  They don't know what they're doing to me keeping me from flying That's why I say that I know why the caged bird sings Only joy comes from song  She's so rare and beautiful to others Why not just set her free so she can fly, fly, fly spreading her wings and her song? Let her fly, fly, fly the whole world to see  She's like a caged bird Fly, fly, ooh, just let her fly just let her fly, just let her fly spread her wings spread beauty, mm"
Alicia Keys,"If I gave you forever Would you take care of me yeah, yeah (ah, ooh)? Would you take me for granted? Run away?  Those wonderful things that you do They've got me feelin' in love with you  In love with you  And lovin' you is easy Comes so naturally Lovin' you is easy Comes so naturally  I would give you laughter Oh, so much more than that Oh yes I would (ah-ooh) Anything you're after I will climb the highest mountain  To bring it back, you'd better believe  Those wonderful things that you do They've got me feeling in love with you In love with you  Lovin' you is easy Comes so naturally Lovin' you is easy Comes so naturally  I will stay by your side Whether I'm wrong Whether I'm right Oh, it's incredible With you I intend to spend the rest of my life Yeah, hey, yeah  Lovin' you is easy Comes so, comes so naturally Lovin' you is easy Comes so, so  It comes so naturally Lovin' you is easy Ooh, ooh  Lovin' you is easy It comes so naturally   Lovin' you is easy Ooh, ooh  Lovin' you is easy It comes so naturally"
Alicia Keys,"Hello! My goodness I didn't know I was here Do you know my name? (It ain't goin' wrong when you try) Always got to try No matter how long that shit take Yeah, yeah  Whatever stops you from dreaming Whatever tries to stop you from living, flip it  Welcome home 'Cause right now what I have to do is I've gotta amp myself up as well as you  So yeah, so what it took me Like, maybe two years and shit But I'm feeling prepared You know what I'm saying And I'm feeling a little more ready for the world And less lost, as I once was  So come on, what you waiting on? Fill me, fill me, fill me Mwa, uh, yeah Mwa, uh, yeah"
Alicia Keys,"I keep your picture upside my bed (umm) And I still remember everything you said (umm) I always thought our love was so right I guess I was wrong (oh) Always thought you'll be by my side Pappa, now you're gone  What I wanna know baby, if what we had was good How come you don't call me, anymore  Still like a fire on a rainy night  I still like it better when you holding me tight  Everybody said, everybody said, that we should never part, no no Telling me baby baby baby why Why you wanna go and break my heart  All I wanna know is baby, if what we had was good How come you don't call me anymore  Sometimes it feels like I'm gonna die If you don't call me, pappa Oh, you got to try I'll get down on me knees hoping you please Please (oh oh)  Won't you call me sometime, pappa  Why don't you call me  Why on earth can't you just pick up the phone You know I don't like to be alone How come you don't call me (why must you torture me) How come you don't call me How come you don't call me"
Alicia Keys,"Dear Lord, can you take it away This pain in my heart that follows me by day And at night it stalks me like the shadows on my wall Oh my goodness  Feels like the world is closing on me Feels like my dreams will never come to me I keep on slipping deeper into myself And I'm scared, so scared  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  Why does it feel that my mind is constantly trying to pull me down? I can't seem to get a way Continuous mistakes I know I've made before How long will I feel so out of place?  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  Yeah, I know it, can't stop (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  (If you're troubled) you've just gotta let it go (If you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  (If you're troubled) you've just gotta let it go (And if you're worried, baby) you've just gotta let it go (All your hustles ain't for nothing) You've just gotta take it slow (When you need me, baby) all you do is let me know  Oh, but I will run to you You, you don't have to worry, baby"
Alicia Keys,"There's no escape on the spell you have placed  Leaving my heart and my mind  Foolish am I if I was to try to ever leave you behind   I wanna rock wit you, come give me all your love  No matter what we do, I wanna rock wit you  Wit you and only you I wanna rock wit you  I wanna rock wit you   I'll stay and walk this life wit you  No matter what we may go through  Dead broke, no job, no house, no ride  I'm gonna stay right by your side   I wanna rock wit you, come give me all your love  No matter what we do, I wanna rock wit you  Wit you wit only you, wit you wit only you  I wanna rock wit you   Don't question where you're headed to, my love  Don't be afraid, just believe in love   I wanna rock wit you  No matter what we do  Wit you wit only you  I wanna rock wit you   I wanna rock wit you  No matter what we do  Wit you wit only you  I wanna rock wit you   I wanna rock wit you  No matter what we do  Wit you wit only you  I wanna rock wit you   Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing, do your thing  Do your thing, do your thing Do your thing"
Alicia Keys,"Ay yo, Alicia What's up, Kandi? Man, these Jane Does be killing me thinking they slick wit it For real, drop the beat Alicia Keys Kandi Collabo  Let's talk about the situation 'Bout how you came with information That's negative in every which way Just dissin' my man and our relations You say he's cheatin,' want me to leave him I've changed my mind, I think I'll keep him Listenin' to you will leave me lonely That's not what I'm tryin' to be  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Don't you turn and check my man out How 'bout you 'splain what that's all about  Think you slick like I wouldn't know But I got something for you, Doe Mess around end up in a choke, hold Girl, I think it's time for you to go Away from my man and me That's the way it's gonna be  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  I love my man He loves me more He may not be the perfect man But I don't plan to let him go for Jane Doe, oh oh  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no (Jane Doe)  'Cause I'll be crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Just crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no  Crazy to let my man go And let some other Jane Doe Come and try to steal him, oh no, oh no"
Alicia Keys,"Mm, bye bye  How do you love someone That hurts you, oh, so bad With intentions good? Was all he ever had  Well, how do I let go when I've loved him for so long And I've given him all that I could?  Maybe love is a hopeless crime Giving up what seems your lifetime What went wrong with something once so good?  How do you find the words to say To say, to say (to say goodbye) goodbye (Find the words to say goodbye) When your heart don't have the heart to say To say, to say (to say goodbye) goodbye (Find the words to say goodbye)  I know now I was naive Never knew where this would lead, yeah And I'm not tryin' to take away, oh no From the good man that he is  Well, how do I let go when I've  Loved him for so long and I've Given him all that I could?  Was it something wrong that we did? Or 'cause others infiltrated? What went wrong with something once so good?  How do you find the words to say To say, to say (to say goodbye) goodbye (Find the words to say goodbye) When your heart don't have the heart to say To say goodbye Find the words to say goodbye)  Is this the end? Are you sure? How should you know When you've never been here before? It's so hard to just let go And this is the one and only love I've ever known, so  (How do you find the words to say, to say goodbye When your heart don't have the heart to say When your heart don't have the heart to say To say goodbye  Find the words to say goodbye)  How do you find the words to say To say goodbye"
Alicia Keys,"Everyday I realize  That this might be the last day of my life Walkin' down the streets I find I'm comin' closer and closer to losin' my mind 'Cause when it rains it pours, isn't life worth more? I don't even know what I'm hustlin' for You gotta do what you gotta do Just to make it through All the hard times that's gonna face you  This is the life Striving to survive This is the life Striving to survive This is the life  Livin' will always be a struggle Lookin' for someone true to love you Lookin' back I see all the horrors This madness makes me wanna hide I watch slowly, internally I'm dyin' Pillow case wet from all my cryin' 'Cause there is nothin' more to be here for Take me away I can't live that life no more  This is the life Strivin' to survive This is the life Strivin' to survive This is the life Strivin' to survive This is the life Strivin' to survive This is the life  Tryin' to get over Tryin' to get over I am just tryin' Tryin' to get over Tryin' to get over Tryin' to get over Goin' to get over This is the life This is the life This is the life This is my life"
Alicia Keys,"There will never come a day You will ever hear me say That I want, or need to be without you I wanna give my all  Baby just hold me Sweetly control me Because your arms they keep away the lonely  When I look into your eyes Then I realize All I need is you in my life All I need is you in my life  'Cause I never felt this way about loving No Never felt so alive Baby Never felt this way about loving It feels so good"
Alicia Keys,"Lately when I look into your eyes, I fly You're the only one I need in my life Baby, I just don't know how to describe How lovely you make me feel inside  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You seem like the likely thing From the start you told me, yeah, yeah I would be your queen But never had I imagined such a feeling Joy is what you bring; I wanna give you ev'rything  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control these butterflyz  You and I are destiny I know that you were made for me Oh, I can't control it, you're drivin' me Taken over me, and I, oh  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control the butterflyz  You give me butterflyz Got me flyin' so high in the sky I can't control, I can't control it You give me butterflyz Got me flyin' so high in the sky I can't control it, ooh, oh no  You give me something that I can't deny Something that's so free I just can't control the way I feel With your mind on me  You give me something that I can't deny Something that's so free I just can't control the way I feel I never felt like this"
Alicia Keys,"Friends we've been for so long Now true colors are showing Makes me wanna cry, oh yes it does 'Cause I have to say goodbye  By now I should know that in time Things must change So it shouldn't be so bad So why do I feel so sad?  How can I adjust to the way that things are going? It's killing me slowly Oh, I just want it to be how it used to be, yeah And I wish that I could stay But in time, things must change  So it shouldn't be so bad So why do I feel so sad? You cannot hide the way you feel inside, I realize Your actions speak much louder than words So tell me why  Ooh, by now I should know that, that in time Things must change So it shouldn't be, it shouldn't be so bad So why do I feel so sad?  By now I should know that in time Things must change So it shouldn't be so bad So why do I feel so sad?  By now, by now I should know that in time Things must grow And I had to leave you behind So why do I feel so sad if you couldn't be there, baby Tell me why By now I should know that in time Things must change So it shouldn't be so bad So why do I feel so sad? Why do I feel so sad? (Why do I feel so sad?)  Why does it feel so bad inside when I realize That you've got to be left behind?"
Alicia Keys,"Right now I feel like a bird  caged without a key Ev'ryone comes to stare at me with so much joy and reverie They don't know how I feel inside Through my smile I cry  They don't know what they're doing to me keeping me from flying That's why I say that I know why the caged bird sings Only joy comes from song  She's so rare and beautiful to others Why not just set her free so she can fly, fly, fly spreading her wings and her song? Let her fly, fly, fly the whole world to see  She's like a caged bird Fly, fly, ooh, just let her fly just let her fly, just let her fly spread her wings spread beauty, mm"
Alicia Keys,"If I gave you forever Would you take care of me yeah, yeah (ah, ooh)? Would you take me for granted? Run away?  Those wonderful things that you do They've got me feelin' in love with you  In love with you  And lovin' you is easy Comes so naturally Lovin' you is easy Comes so naturally  I would give you laughter Oh, so much more than that Oh yes I would (ah-ooh) Anything you're after I will climb the highest mountain  To bring it back, you'd better believe  Those wonderful things that you do They've got me feeling in love with you In love with you  Lovin' you is easy Comes so naturally Lovin' you is easy Comes so naturally  I will stay by your side Whether I'm wrong Whether I'm right Oh, it's incredible With you I intend to spend the rest of my life Yeah, hey, yeah  Lovin' you is easy Comes so, comes so naturally Lovin' you is easy Comes so, so  It comes so naturally Lovin' you is easy Ooh, ooh  Lovin' you is easy It comes so naturally   Lovin' you is easy Ooh, ooh  Lovin' you is easy It comes so naturally"
Alicia Keys,"You could buy me diamonds You could buy me pearls Take me on a cruise around the world Baby, you know I'm worth it  Dinner lit by candles Run my bubble bath Make love tenderly to last and last Baby, you know I'm worth it  Wanna please, wanna keep Wanna treat your woman right Not just dough, better show That you know she is worth your time  You will lose if you choose To refuse to put her first She will and she can Find a man who knows her worth  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always come first And a real man just can't deny a woman's worth  If you treat me fairly I'll give you all my goods Treat you like a real woman should Baby, I know you're worth it  If you never play me Promise not to bluff I'll hold it down when shit gets rough 'cause baby, I know you're worth it  She walks the mile, makes you smile All the while being true Don't take for granted The passion that she has for you  You will lose if you choose To refuse to put her first She will and she can Find a man who knows her worth, ooh  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always comes first And a real man just can't deny a woman's worth  No need to read between the lines spelled out for you Just hear this song 'cause you can't go wrong when you value A woman's worth (Woman's, woman's, woman's)  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always comes first And a real man just can't deny a woman's worth  'Cause a real man knows a real woman when he sees her And a real woman knows a real man ain't afraid to please her And a real woman knows a real man always comes first And a real man just can't deny a woman's worth"
Alicia Keys,"Here we go ladies and gentlemen Past all of the technical difficulties That we have lots for experience I will let you into my laboratory filled with many things Writing intentions, you see Such as my typewriter in the corner Let me show you to the window So you can see what I see, you know  Desperate am I to Tell you how I feel for you No sunshine when you are gone Peaceful sleep I have none  How can I make it better I'm under so much pressure Well I know it won't last I know that this will pass  You're my typewriter I write to you what I am thinking Thinking in my head You're my typewriter I write to you what I am thinking Can't you understand  I don't want to falsify I want to make it right Can't you see there's work to do I'm trying to write to you  How can I make it better I'm under so much pressure Problem is, problem is I'll give you space till you get over this  You're my typewriter I write to you what I am thinking Thinking in my head You're my typewriter I write to you what I am thinking Can't you understand  To torture a woman Is to feed her loneliness? So please don't leave me lonely 'Cause it's your mind that I miss  You're my typewriter I write to you what I am thinking Thinking in my head You're my typewriter I write to you what I am thinking Can't you understand"
Alicia Keys,"I cross the dryest desert Just so came there to you If I couldn't find you there What in the world am I to do?  'Cause I won't lie And I won't deceive you So can't we try To make it just like what we dreamed Hmm, yeah yeah yeah  Devotion is my name And I give myself to you, oh In this crazy world of mine Your inspiration gets me through  So I won't lie And I won't deceive you So can't we try To make it just like what we dreamed Hmm, yeah yeah yeah  In this whole world there's nothing I want more Than to give you all that you desire To make your world a little brighter There is nothing that I would not do  (Crazy world of mine) You make me rely true love (Crazy world of mine) And I, I will make sure that it lasts (Crazy world of mine) Just by dedicating all my time (Crazy world of mine) If you stay in this crazy world of mine (Crazy world of mine)  Come join this crazy world of mine (Crazy world of mine) Come join this crazy world of mine (Crazy world of mine) Come join this crazy world of mine (Crazy world of mine) Come join this crazy world of mine (Crazy world of mine)  So I won't lie (I love you, I love you) And I won't deceive you (I won't deceive you, no) So can't we try (Yes we can, I know we can, I know we can) To make it just like what we dreamed Just like what we dreaming Just like what we dreaming, yeah  Now here's some loving for you, my darling I'll give you all of my time"
Alicia Keys,"I keep your picture upside my bed (umm) And I still remember everything you said (umm) I always thought our love was so right I guess I was wrong (oh) Always thought you'll be by my side Pappa, now you're gone  What I wanna know baby, if what we had was good How come you don't call me, anymore  Still like a fire on a rainy night  I still like it better when you holding me tight  Everybody said, everybody said, that we should never part, no no Telling me baby baby baby why Why you wanna go and break my heart  All I wanna know is baby, if what we had was good How come you don't call me anymore  Sometimes it feels like I'm gonna die If you don't call me, pappa Oh, you got to try I'll get down on me knees hoping you please Please (oh oh)  Won't you call me sometime, pappa  Why don't you call me  Why on earth can't you just pick up the phone You know I don't like to be alone How come you don't call me (why must you torture me) How come you don't call me How come you don't call me"
Alicia Keys,"Hello! My goodness I didn't know I was here Do you know my name? (It ain't goin' wrong when you try) Always got to try No matter how long that shit take Yeah, yeah  Whatever stops you from dreaming Whatever tries to stop you from living, flip it  Welcome home 'Cause right now what I have to do is I've gotta amp myself up as well as you  So yeah, so what it took me Like, maybe two years and shit But I'm feeling prepared You know what I'm saying And I'm feeling a little more ready for the world And less lost, as I once was  So come on, what you waiting on? Fill me, fill me, fill me Mwa, uh, yeah Mwa, uh, yeah"
Alicia Keys,"I keep your picture upside my bed (umm) And I still remember everything you said (umm) I always thought our love was so right I guess I was wrong (oh) Always thought you'll be by my side Pappa, now you're gone  What I wanna know baby, if what we had was good How come you don't call me, anymore  Still like a fire on a rainy night  I still like it better when you holding me tight  Everybody said, everybody said, that we should never part, no no Telling me baby baby baby why Why you wanna go and break my heart  All I wanna know is baby, if what we had was good How come you don't call me anymore  Sometimes it feels like I'm gonna die If you don't call me, pappa Oh, you got to try I'll get down on me knees hoping you please Please (oh oh)  Won't you call me sometime, pappa  Why don't you call me  Why on earth can't you just pick up the phone You know I don't like to be alone How come you don't call me (why must you torture me) How come you don't call me How come you don't call me"
